SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,OrderStatus,SalesRepID
143,143,143,2023-06-03,2,237.51,15.69,Delivered,1001.0
144,144,144,2023-06-02,3,303.93,7.31,Shipped,1001.0
145,145,145,2023-06-08,1,150.01,10.44,Delivered,1005.0
146,146,146,2023-06-15,1,272.47,0.59,Cancelled,1002.0
147,147,147,2023-06-06,5,228.63,10.32,Processing,1003.0
148,148,148,2023-06-18,3,283.8,0.13,Delivered,1002.0
149,149,149,2023-06-06,1,299.0,16.79,Cancelled,1003.0
150,150,150,2023-06-18,3,406.96,14.41,Shipped,1005.0
151,151,151,2023-06-02,2,463.45,3.73,Shipped,1003.0
152,152,152,2023-06-09,3,443.63,19.01,Cancelled,1005.0
153,153,153,2023-06-06,2,233.53,13.32,Shipped,1005.0
154,154,154,2023-06-14,1,384.52,1.16,Cancelled,1005.0
155,155,155,2023-06-14,3,428.04,10.31,Shipped,1003.0
156,156,156,2023-06-02,2,414.23,16.86,Delivered,1002.0
157,157,157,2023-06-10,3,394.94,15.83,Processing,1001.0
158,158,158,2023-06-07,4,440.18,8.77,Delivered,1001.0
159,159,159,2023-06-08,3,412.18,0.5,Delivered,1002.0
160,160,160,2023-06-02,4,187.69,18.41,Shipped,1005.0
161,161,161,2023-06-15,2,364.47,7.6,Shipped,1001.0
162,162,162,2023-06-04,3,310.92,18.34,Shipped,1001.0
163,163,163,2023-06-19,4,256.96,5.9,Shipped,1005.0
164,164,164,2023-06-04,5,366.43,11.87,Cancelled,1003.0
165,165,165,2023-06-17,1,256.28,4.93,Processing,1005.0
166,166,166,2023-06-18,3,213.58,6.59,Cancelled,1003.0
167,167,167,2023-06-10,2,159.93,16.44,Cancelled,1001.0
168,168,168,2023-06-15,2,184.91,2.23,Cancelled,1002.0
169,169,169,2023-06-14,3,453.01,9.71,Delivered,1002.0
170,170,170,2023-06-07,4,355.56,3.55,Delivered,1002.0
171,171,171,2023-06-08,2,162.14,16.25,Processing,1003.0
172,172,172,2023-06-06,4,229.05,7.82,Cancelled,1001.0
173,173,173,2023-06-11,4,296.46,11.35,Delivered,1003.0
174,174,174,2023-06-02,3,398.79,10.96,Processing,1003.0
175,175,175,2023-06-19,1,251.72,16.75,Cancelled,1001.0
176,176,176,2023-06-08,5,349.03,5.38,Processing,1001.0
177,177,177,2023-06-06,3,392.56,12.15,Shipped,1002.0
178,178,178,2023-06-02,3,206.92,0.13,Cancelled,1001.0
179,179,179,2023-06-10,3,347.14,9.68,Processing,1004.0
180,180,180,2023-06-09,2,274.71,1.68,Shipped,1004.0
181,181,181,2023-06-03,4,499.89,11.33,Delivered,1003.0
182,182,182,2023-06-04,1,360.86,8.72,Shipped,1005.0
183,183,183,2023-06-09,3,174.94,14.19,Processing,1002.0
184,184,184,2023-06-11,5,368.15,16.59,Cancelled,1004.0
185,185,185,2023-06-05,3,368.28,6.9,Processing,1005.0
186,186,186,2023-06-01,5,374.36,6.66,Cancelled,1002.0
187,187,187,2023-06-05,2,187.34,14.7,Shipped,1005.0
188,188,188,2023-06-10,1,202.12,1.24,Processing,1002.0
189,189,189,2023-06-13,2,233.28,16.47,Delivered,1005.0
190,190,190,2023-06-11,5,251.98,10.79,Cancelled,1003.0
191,191,191,2023-06-03,2,495.37,9.69,Shipped,1003.0
192,192,192,2023-06-17,4,175.88,5.6,Delivered,1005.0
193,193,193,2023-06-08,1,426.64,3.71,Processing,1005.0
194,194,194,2023-06-06,2,424.5,19.33,Processing,1005.0
195,195,195,2023-06-08,1,465.05,6.43,Delivered,1005.0
196,196,196,2023-06-14,1,273.21,13.66,Processing,1001.0
197,197,197,2023-06-13,3,287.68,7.75,Cancelled,1002.0
198,198,198,2023-06-12,4,357.64,4.91,Shipped,1004.0
199,199,199,2023-06-02,4,312.24,18.2,Processing,1004.0
200,200,200,2023-06-07,5,276.6,8.37,Processing,1002.0
201,201,201,2023-06-16,4,436.04,8.59,Cancelled,1004.0
202,202,202,2023-06-02,1,289.2,16.7,Cancelled,1003.0
203,203,203,2023-06-12,2,172.97,18.02,Shipped,1005.0
204,204,204,2023-06-12,1,464.85,12.99,Shipped,1001.0
205,205,205,2023-06-05,3,186.12,13.51,Delivered,1002.0
206,206,206,2023-06-03,3,400.86,1.53,Shipped,1003.0
207,207,207,2023-06-15,4,418.78,19.14,Shipped,1004.0
208,208,208,2023-06-01,5,202.25,6.23,Delivered,1005.0
209,209,209,2023-06-03,4,439.64,5.63,Shipped,1004.0
210,210,210,2023-06-08,4,319.79,3.95,Cancelled,1002.0
211,211,211,2023-06-19,4,452.61,6.72,Cancelled,1005.0
212,212,212,2023-06-16,4,443.25,19.04,Shipped,1002.0
213,213,213,2023-06-05,4,316.89,9.65,Cancelled,1004.0
214,214,214,2023-06-16,2,160.84,0.64,Shipped,1002.0
215,215,215,2023-06-11,2,321.21,12.99,Cancelled,1003.0
216,216,216,2023-06-08,1,352.71,7.17,Shipped,1003.0
217,217,217,2023-06-14,4,364.48,12.94,Delivered,1005.0
218,218,218,2023-06-16,2,150.97,13.5,Cancelled,1003.0
219,219,219,2023-06-05,3,273.43,3.63,Shipped,1002.0
220,220,220,2023-06-11,3,447.71,4.36,Delivered,1001.0
221,221,221,2023-06-17,2,342.27,6.5,Cancelled,1005.0
222,222,222,2023-06-08,3,407.21,0.54,Processing,1003.0
223,223,223,2023-06-08,4,437.55,10.99,Processing,1001.0
224,224,224,2023-06-18,3,480.19,6.6,Processing,1004.0
225,225,225,2023-06-18,5,315.93,9.62,Delivered,1004.0
226,226,226,2023-06-05,4,452.05,0.84,Cancelled,1003.0
227,227,227,2023-06-17,4,338.18,2.84,Cancelled,1004.0
228,228,228,2023-06-03,1,282.46,17.88,Cancelled,1002.0
229,229,229,2023-06-17,3,229.28,13.98,Processing,1001.0
230,230,230,2023-06-04,3,443.18,19.81,Shipped,1002.0
231,231,231,2023-06-16,5,234.49,3.37,Delivered,1003.0
232,232,232,2023-06-17,1,491.98,6.11,Delivered,1005.0
233,233,233,2023-06-03,4,399.72,18.48,Delivered,1004.0
234,234,234,2023-06-01,3,156.2,18.69,Processing,1001.0
235,235,235,2023-06-12,1,356.74,15.78,Delivered,1005.0
236,236,236,2023-06-11,4,275.74,0.29,Processing,1004.0
237,237,237,2023-06-13,3,398.22,15.32,Shipped,1003.0
238,238,238,2023-06-08,2,396.12,9.33,Delivered,1002.0
239,239,239,2023-06-08,5,396.2,3.03,Processing,1001.0
240,240,240,2023-06-07,4,265.99,3.7,Delivered,1003.0
241,241,241,2023-06-17,5,219.24,7.04,Cancelled,1002.0
242,242,242,2023-06-14,4,377.54,13.23,Processing,1004.0
243,243,243,2023-06-16,1,442.43,6.21,Cancelled,1005.0
244,244,244,2023-06-06,2,291.37,0.28,Delivered,1004.0
245,245,245,2023-06-17,3,263.57,2.38,Delivered,1005.0
246,246,246,2023-06-09,4,205.26,1.62,Processing,1004.0
247,247,247,2023-06-15,3,290.0,10.7,Cancelled,1001.0
248,248,248,2023-06-16,2,316.77,19.58,Cancelled,1005.0
249,249,249,2023-06-10,3,462.7,16.68,Shipped,1002.0
250,250,250,2023-06-18,1,164.56,6.84,Processing,1004.0
251,251,251,2023-06-14,4,222.54,6.01,Processing,1005.0
252,252,252,2023-06-15,2,429.95,8.04,Cancelled,1002.0
253,253,253,2023-06-17,4,317.17,6.78,Processing,1001.0
254,254,254,2023-06-02,5,218.8,4.3,Processing,1003.0
255,255,255,2023-06-05,3,421.93,8.46,Delivered,1003.0
256,256,256,2023-06-18,2,242.53,3.06,Processing,1005.0
257,257,257,2023-06-06,1,238.19,19.6,Shipped,1003.0
258,258,258,2023-06-04,1,347.04,11.69,Processing,1002.0
259,259,259,2023-06-19,1,488.01,13.27,Delivered,1001.0
260,260,260,2023-06-03,4,408.88,6.56,Shipped,1005.0
261,261,261,2023-06-15,1,261.47,14.41,Shipped,1003.0
262,262,262,2023-06-13,4,276.18,9.22,Shipped,1002.0
263,263,263,2023-06-03,3,186.3,17.5,Cancelled,1003.0
264,264,264,2023-06-02,3,215.62,11.86,Shipped,1005.0
265,265,265,2023-06-10,5,241.86,9.02,Delivered,1002.0
266,266,266,2023-06-18,3,440.23,1.57,Processing,1005.0
267,267,267,2023-06-16,2,481.24,2.76,Cancelled,1002.0
268,268,268,2023-06-17,4,387.26,10.47,Cancelled,1001.0
269,269,269,2023-06-04,2,352.17,1.11,Cancelled,1004.0
270,270,270,2023-06-05,3,301.6,1.32,Shipped,1005.0
271,271,271,2023-06-15,2,332.52,7.94,Cancelled,1004.0
272,272,272,2023-06-01,5,259.56,3.81,Cancelled,1004.0
273,273,273,2023-06-18,1,490.61,8.82,Processing,1003.0
274,274,274,2023-06-10,2,437.02,13.29,Shipped,1004.0
275,275,275,2023-06-03,3,405.97,3.88,Shipped,1005.0
276,276,276,2023-06-15,4,476.98,8.93,Shipped,1003.0
277,277,277,2023-06-09,4,274.75,15.73,Delivered,1004.0
278,278,278,2023-06-16,1,270.85,6.33,Cancelled,1001.0
279,279,279,2023-06-18,1,184.28,10.95,Delivered,1001.0
280,280,280,2023-06-14,5,367.41,11.75,Cancelled,1002.0
281,281,281,2023-06-02,2,263.46,19.48,Cancelled,1001.0
282,282,282,2023-06-19,4,492.14,18.58,Shipped,1002.0
283,283,283,2023-06-17,2,398.84,19.73,Cancelled,1004.0
284,284,284,2023-06-07,1,213.49,7.49,Delivered,1004.0
285,285,285,2023-06-12,2,381.92,5.0,Delivered,1003.0
286,286,286,2023-06-15,2,311.18,19.51,Cancelled,1002.0
287,287,287,2023-06-11,4,212.47,2.15,Cancelled,1001.0
288,288,288,2023-06-04,5,286.95,4.34,Delivered,1003.0
289,289,289,2023-06-02,2,239.27,10.67,Shipped,1003.0
290,290,290,2023-06-04,5,277.12,14.73,Shipped,1002.0
291,291,291,2023-06-02,4,227.59,12.23,Processing,1004.0
292,292,292,2023-06-01,4,330.79,6.95,Shipped,1002.0
293,293,293,2023-06-07,3,220.62,7.2,Delivered,1001.0
294,294,294,2023-06-16,2,254.45,2.61,Shipped,1001.0
295,295,295,2023-06-06,2,177.72,13.03,Shipped,1002.0
296,296,296,2023-06-02,5,302.3,8.49,Cancelled,1004.0
297,297,297,2023-06-14,4,337.59,5.84,Processing,1003.0
298,298,298,2023-06-16,4,319.69,13.57,Cancelled,1001.0
299,299,299,2023-06-19,1,449.27,12.7,Cancelled,1001.0
300,300,300,2023-06-05,4,262.23,0.05,Delivered,1005.0
301,301,301,2023-06-13,4,228.37,7.37,Cancelled,1003.0
302,302,302,2023-06-07,5,179.78,9.15,Cancelled,1004.0
303,303,303,2023-06-02,3,177.88,7.32,Cancelled,1003.0
304,304,304,2023-06-08,1,306.73,6.18,Cancelled,1003.0
305,305,305,2023-06-19,4,233.66,7.22,Processing,1005.0
306,306,306,2023-06-15,5,421.83,18.58,Cancelled,1001.0
307,307,307,2023-06-14,4,439.63,14.4,Cancelled,1001.0
308,308,308,2023-06-08,5,484.49,14.96,Shipped,1003.0
309,309,309,2023-06-01,3,480.38,11.16,Cancelled,1001.0
310,310,310,2023-06-14,3,368.12,1.84,Processing,1001.0
311,311,311,2023-06-12,2,157.83,0.43,Delivered,1002.0
312,312,312,2023-06-07,3,233.86,11.76,Processing,1002.0
313,313,313,2023-06-04,4,213.14,9.64,Shipped,1003.0
314,314,314,2023-06-15,3,180.82,16.06,Processing,1003.0
315,315,315,2023-06-08,4,280.03,6.9,Cancelled,1002.0
316,316,316,2023-06-10,2,188.41,1.85,Delivered,1003.0
317,317,317,2023-06-18,2,348.13,4.96,Shipped,1004.0
318,318,318,2023-06-11,3,251.31,4.64,Shipped,1001.0
319,319,319,2023-06-03,5,492.79,10.98,Delivered,1001.0
320,320,320,2023-06-14,3,209.95,3.01,Shipped,1003.0
321,321,321,2023-06-15,2,382.26,6.69,Delivered,1003.0
322,322,322,2023-06-19,4,323.9,18.23,Delivered,1004.0
323,323,323,2023-06-15,1,257.17,17.47,Delivered,1001.0
324,324,324,2023-06-05,3,366.05,18.5,Delivered,1004.0
325,325,325,2023-06-06,5,171.39,14.9,Processing,1002.0
326,326,326,2023-06-16,3,242.64,5.7,Cancelled,1001.0
327,327,327,2023-06-16,3,359.74,3.8,Shipped,1003.0
328,328,328,2023-06-15,1,499.25,15.53,Cancelled,1004.0
329,329,329,2023-06-11,1,497.92,19.75,Delivered,1002.0
330,330,330,2023-06-13,1,280.61,15.83,Shipped,1001.0
331,331,331,2023-06-09,1,289.59,19.17,Cancelled,1005.0
332,332,332,2023-06-01,3,248.8,1.99,Processing,1002.0
333,333,333,2023-06-17,1,218.72,12.29,Delivered,1004.0
334,334,334,2023-06-08,3,476.89,13.38,Processing,1004.0
335,335,335,2023-06-12,1,367.64,12.29,Shipped,1004.0
336,336,336,2023-06-05,1,476.72,15.08,Cancelled,1002.0
337,337,337,2023-06-03,1,410.46,4.37,Shipped,1003.0
338,338,338,2023-06-03,1,226.42,12.95,Shipped,1004.0
339,339,339,2023-06-06,4,438.44,19.73,Delivered,1003.0
340,340,340,2023-06-10,5,442.39,4.16,Processing,1005.0
341,341,341,2023-06-05,2,189.03,5.18,Processing,1001.0
342,342,342,2023-06-11,3,222.84,3.34,Cancelled,1002.0
343,343,343,2023-06-04,5,409.88,8.81,Delivered,1003.0
344,344,344,2023-06-03,2,309.0,16.61,Processing,1002.0
345,345,345,2023-06-13,2,456.4,0.67,Delivered,1003.0
346,346,346,2023-06-08,5,255.64,16.1,Delivered,1001.0
347,347,347,2023-06-15,3,222.33,0.57,Processing,1001.0
348,348,348,2023-06-06,1,182.67,6.97,Delivered,1003.0
349,349,349,2023-06-14,3,305.98,7.43,Processing,1003.0
350,350,350,2023-06-08,1,491.36,7.42,Processing,1003.0
351,351,351,2023-06-10,2,275.6,11.6,Cancelled,1001.0
352,352,352,2023-06-19,1,162.03,7.97,Cancelled,1001.0
353,353,353,2023-06-07,2,359.62,2.81,Shipped,1003.0
354,354,354,2023-06-07,3,309.92,15.96,Delivered,1004.0
355,355,355,2023-06-06,3,362.09,19.59,Processing,1002.0
356,356,356,2023-06-09,1,154.37,10.31,Processing,1002.0
357,357,357,2023-06-13,1,284.5,9.13,Shipped,1001.0
358,358,358,2023-06-14,5,498.06,17.44,Processing,1004.0
359,359,359,2023-06-16,2,283.93,12.66,Shipped,1004.0
360,360,360,2023-06-16,3,157.87,11.49,Cancelled,1004.0
361,361,361,2023-06-05,3,342.76,11.14,Shipped,1004.0
362,362,362,2023-06-08,3,336.29,9.42,Processing,1002.0
363,363,363,2023-06-03,2,393.59,12.88,Processing,1004.0
364,364,364,2023-06-06,4,258.61,13.44,Delivered,1001.0
365,365,365,2023-06-06,1,162.11,5.31,Processing,1002.0
366,366,366,2023-06-09,2,425.61,13.08,Shipped,1001.0
367,367,367,2023-06-19,1,461.24,17.58,Shipped,1002.0
368,368,368,2023-06-04,3,259.19,7.0,Processing,1001.0
369,369,369,2023-06-08,4,229.11,7.83,Delivered,1003.0
370,370,370,2023-06-08,4,443.62,7.03,Cancelled,1001.0
371,371,371,2023-06-11,3,429.57,1.12,Delivered,1003.0
372,372,372,2023-06-12,5,364.21,19.24,Processing,1005.0
373,373,373,2023-06-07,1,215.5,13.68,Cancelled,1001.0
374,374,374,2023-06-09,4,401.21,4.43,Shipped,1003.0
375,375,375,2023-06-03,2,282.81,11.04,Shipped,1002.0
376,376,376,2023-06-18,5,439.48,19.91,Cancelled,1005.0
377,377,377,2023-06-01,2,471.79,14.7,Processing,1005.0
378,378,378,2023-06-16,3,491.51,17.73,Cancelled,1001.0
379,379,379,2023-06-11,1,157.38,19.45,Cancelled,1001.0
380,380,380,2023-06-15,5,331.85,2.56,Delivered,1001.0
381,381,381,2023-06-10,3,380.7,4.97,Cancelled,1002.0
382,382,382,2023-06-17,5,397.03,13.14,Processing,1003.0
383,383,383,2023-06-18,5,324.81,6.33,Processing,1002.0
384,384,384,2023-06-13,2,445.72,16.85,Cancelled,1002.0
385,385,385,2023-06-07,1,342.38,0.64,Shipped,1001.0
386,386,386,2023-06-19,5,374.56,12.06,Processing,1003.0
387,387,387,2023-06-05,5,313.54,14.56,Delivered,1004.0
388,388,388,2023-06-03,4,162.31,17.05,Delivered,1005.0
389,389,389,2023-06-11,4,335.9,0.06,Delivered,1001.0
390,390,390,2023-06-08,4,304.15,12.92,Processing,1004.0
391,391,391,2023-06-01,5,322.01,8.51,Cancelled,1001.0
392,392,392,2023-06-01,4,491.68,16.27,Cancelled,1002.0
393,393,393,2023-06-15,4,439.98,6.38,Delivered,1002.0
394,394,394,2023-06-17,5,425.12,11.23,Delivered,1003.0
395,395,395,2023-06-17,1,187.92,14.89,Delivered,1001.0
396,396,396,2023-06-12,2,206.15,8.36,Delivered,1004.0
397,397,397,2023-06-18,1,424.47,18.45,Shipped,1005.0
398,398,398,2023-06-03,4,216.49,1.11,Processing,1005.0
399,399,399,2023-06-05,5,499.59,19.37,Processing,1005.0
400,400,400,2023-06-05,5,349.03,6.79,Processing,1002.0
401,401,401,2023-06-11,3,363.02,19.45,Processing,1003.0
402,402,402,2023-06-04,1,476.27,3.16,Shipped,1002.0
403,403,403,2023-06-08,4,351.74,12.31,Processing,1003.0
404,404,404,2023-06-12,5,467.43,1.02,Shipped,1004.0
405,405,405,2023-06-08,1,324.04,15.18,Delivered,1005.0
406,406,406,2023-06-17,2,420.68,11.11,Shipped,1005.0
407,407,407,2023-06-04,3,383.58,2.16,Delivered,1002.0
408,408,408,2023-06-13,2,492.47,7.29,Processing,1001.0
409,409,409,2023-06-07,2,299.13,10.09,Processing,1003.0
410,410,410,2023-06-04,5,319.98,13.69,Cancelled,1001.0
411,411,411,2023-06-16,4,460.06,10.58,Cancelled,1005.0
412,412,412,2023-06-02,2,268.68,7.04,Shipped,1004.0
413,413,413,2023-06-08,5,285.61,5.49,Shipped,1004.0
414,414,414,2023-06-12,5,467.84,12.08,Delivered,1005.0
415,415,415,2023-06-09,4,454.49,11.07,Cancelled,1002.0
416,416,416,2023-06-02,4,317.87,15.8,Delivered,1001.0
417,417,417,2023-06-15,3,281.34,17.13,Shipped,1003.0
418,418,418,2023-06-04,4,400.82,3.8,Cancelled,1002.0
419,419,419,2023-06-14,4,474.58,5.98,Cancelled,1001.0
420,420,420,2023-06-11,5,456.65,18.51,Cancelled,1001.0
